COLUMN1,COLUMN2,COLUMN3,COLUMN4,COLUMN5,COLUMN6,COLUMN7,COLUMN8,COLUMN9,COLUMN10,COLUMN11,COLUMN12,COLUMN13,COLUMN14,COLUMN15,COLUMN16,COLUMN17,COLUMN18,COLUMN19,COLUMN20,COLUMN21,COLUMN22,COLUMN23,COLUMN24,COLUMN25,COLUMN26,COLUMN27,COLUMN28,COLUMN29,COLUMN30,COLUMN31,COLUMN32,COLUMN33,COLUMN34,COLUMN35,COLUMN36,COLUMN37,COLUMN38,COLUMN39,COLUMN40,COLUMN41
cat,3301.44,411.8315991,3302.72,399.6585726,2297.28,397.1734692,2299.2,376.2466079,3300.16,368.1084643,3304,304.8655856,2298.24,302.3620812,2286.72,300.8902896,2288.64,294.4902626,3298.88,290.8718586,1532.8,278.3129119,2295.36,271.2265617,2300.16,261.1909304,2301.12,256.0379684,2286.4,251.7071911,2288.96,245.2912889,2284.16,234.1330577,2282.24,233.069843,1530.56,228.4799176,3251.84,207.5984158
cat,990.5020353,384.478651,15.26458616,380.7873372,9.497964722,291.3449308,1018.317503,279.4773697,988.4667571,272.2377728,988.8059701,259.4510754,1518.656716,247.504265,9.837177748,232.6622884,1018.656716,229.8856482,1484.396201,224.2730827,1518.317503,220.7518719,1017.97829,220.6753645,992.1981004,217.5082901,1007.123474,212.8474867,506.4450475,208.3252417,1031.207598,207.767255,1515.603799,201.79037,494.5725916,198.4513681,1482.700136,198.1321924,11.8724559,190.3992504
cat,31.04,255.0481198,33.6,130.4229555,24.64,128.994952,33.28,118.7776271,9.6,108.6035203,17.92,107.1574104,33.92,101.8757048,24.32,95.64900074,36.48,90.88257537,31.68,89.56216625,38.72,85.23584388,18.24,81.23883784,30.4,80.70761307,11.52,79.02472142,26.56,68.88947765,28.48,65.86102928,27.2,63.86915162,35.84,59.80629809,29.12,56.26502301,19.84,53.77902349
cat,6.08,148.2116782,5.76,146.5841334,6.4,145.4232352,18.24,142.1598686,5.44,141.2158315,17.92,140.549368,18.56,139.2715311,6.72,139.0032843,17.6,135.9714713,5.12,131.5169294,18.88,130.0792288,7.04,129.1885593,17.28,128.7366355,30.08,126.4137459,30.4,125.6744586,29.76,122.5545777,30.72,120.6937844,19.2,118.8654728,4.8,118.5294012,29.44,117.0245717
cat,17.6,219.3842164,16.96,155.0604718,34.88,152.5946147,35.52,144.4108763,35.2,143.3398178,29.12,129.0300591,34.56,128.8162269,30.08,127.8384732,23.36,125.3592595,51.84,122.2102643,24.32,117.7586186,40.64,115.9388344,3.84,114.2196737,15.68,113.7967869,52.48,113.6724334,41.28,109.1786006,35.84,108.2830843,46.08,104.5159131,4.16,104.0036783,29.44,103.8357725
cat,2028.16,518.1569357,11.52,512.6335741,2024.64,495.6969904,2026.24,428.5317365,2026.56,416.7124106,10.24,390.8316991,9.92,390.3708288,2019.84,360.4916773,1014.08,348.9934297,1520.96,333.8813268,1817.92,328.36183,2027.84,323.2639823,11.84,312.9041611,12.16,311.7325222,1520.64,307.7477177,1818.24,302.4961539,1522.88,295.4078615,0,295.378495,2030.08,294.9834995,20.16,293.3059107
cat,898.6242502,305.7211361,1011.787878,299.3910085,897.1917992,293.9652023,497.0604912,277.6248755,1009.40046,264.0065809,1015.130264,263.5935236,498.0154585,263.5004936,501.8353278,252.9378571,939.2103614,235.4834942,900.0567012,234.3678953,2534.960757,233.766862,970.2467994,231.2758644,1002.238205,225.2173114,2538.303142,224.2871598,1012.742845,220.9999531,505.1777135,219.7010659,486.5558507,217.7573389,971.2017667,215.0755995,998.895819,213.0190184,483.6909487,208.8734877
cat,2054.08,365.2653144,2055.04,343.0459262,2047.68,287.7408652,2056,246.1717995,2052.8,228.2160168,2041.6,208.8268531,2058.56,207.2283015,2060.8,202.94419,2059.52,195.1250037,2472.32,192.6222405,2470.4,189.9273414,1643.2,188.2901597,2453.12,186.2872465,2040.32,170.5318859,2454.08,169.2307172,2061.76,165.0712405,2045.44,165.0050923,2401.92,164.9550904,2464.64,164.8930752,2469.44,162.934613
cat,24.96,1584.249679,1068.48,891.0263095,49.6,853.2491314,1069.76,671.9664809,54.72,630.0060789,54.08,619.6227384,1064.64,591.9620639,55.04,567.9635373,54.4,566.4622679,50.88,548.642877,64.32,489.1987448,87.68,483.4034405,24.32,478.0169629,55.68,474.8283231,1068.16,462.1436135,59.84,445.9262361,51.52,426.476239,77.12,415.8282295,25.92,406.9693807,1071.36,377.504363
cat,173.76,1003.82085,116.16,793.7156591,119.36,737.0610092,151.04,677.9024548,344.64,579.3967174,226.24,561.7704649,194.88,511.7780453,195.52,505.6191742,177.28,497.5758242,276.48,473.4648338,118.4,465.2302605,198.08,465.0657372,115.84,455.0773311,175.04,417.8383581,596.16,414.7836261,216.96,414.1760328,197.44,397.5920675,120.32,395.8792848,301.76,393.1811258,277.44,388.350342
cat,2000.663702,183.5988225,1982.611004,138.7702098,1978.363311,105.6701786,1880.666357,102.518967,1976.239464,102.5013514,1980.487157,102.2108878,2003.849472,97.57439258,1105.462269,95.55913587,882.4583527,93.68292746,2015.53063,93.49005085,1992.168315,91.81797099,1988.982545,91.30401212,1107.586115,86.4348059,1906.152519,82.93640749,1939.072144,82.77507403,1955.000996,82.03617834,1917.833676,77.89381069,1888.099821,76.79890945,1959.248689,76.40345576,1739.430544,75.58859789
cat,26.56,294.2072528,2274.88,221.7330876,2273.6,202.64985,3032.64,189.3552975,2276.16,181.7048511,3031.36,180.2013165,1513.92,174.0441771,60.48,167.9979405,1515.2,164.0540256,3014.72,163.7659812,3033.92,161.8181838,1517.76,160.2635704,3030.08,155.3684107,1516.48,153.6134513,61.12,151.3070511,3012.48,147.863504,2272.32,145.5349349,16.64,144.2434007,100.8,138.4006429,25.92,136.776205
cat,1481.995885,441.6273515,1483.024691,399.0778325,1493.312757,355.8475777,1419.238683,347.8825477,743.3127572,329.5719649,1420.781893,305.1311376,1495.884774,287.4618016,739.1975309,281.6463229,1492.283951,275.4364277,1417.695473,270.5998374,1480.967078,265.2595467,738.1687243,249.6091409,1438.271605,247.0375185,741.255144,239.4496915,745.8847737,237.3864078,726.3374486,232.6144423,1422.325103,232.0676941,1489.711934,226.0866958,2125,224.7736204,2132.716049,214.565776
cat,1828.63211,207.1565611,1306.165793,155.9139371,1830.755957,144.9688422,2087.741422,142.6274161,1837.127497,131.5966782,2352.16035,125.37734,765.6467777,122.6485673,1308.28964,120.3314304,2354.284197,109.1505532,784.7613991,102.4710048,762.4610075,99.54826491,3132.674056,91.53875896,1304.041946,90.97078272,1769.164399,90.40014442,2100.484503,85.54452491,2284.197252,85.08048458,2288.444946,84.84896507,2098.360656,83.57248113,2279.949559,81.23832786,1772.350169,80.59433453
cat,171.84,277.2022397,118.08,211.5213281,446.72,206.3829139,264.96,195.5735395,198.72,191.1766044,116.16,190.0320785,344.64,186.1196822,444.16,173.8296137,204.16,169.1671562,172.16,164.0197237,443.84,160.3764772,449.28,155.3969126,449.6,151.5745999,277.44,151.2461355,174.4,149.5349434,447.04,144.6667915,235.2,143.5739462,169.28,143.5384549,230.72,140.5791255,441.28,140.3832999
cat,120,452.874961,1863.68,267.8613512,1864,234.0976296,1863.36,220.0986768,1859.84,194.9634884,1860.16,186.8233857,1218.88,171.1426225,1867.2,170.6214971,1835.52,168.7836108,1825.92,167.8974998,1859.52,163.6003203,1826.24,163.2832166,1232.96,162.1059918,1847.36,162.0443275,1236.16,158.1936558,1758.72,157.9175983,1036.8,153.2735805,1856.32,151.5020941,1867.52,145.0287036,1759.04,144.4652463
cat,1474.56,252.8177841,1475.52,251.6338679,1842.56,250.6881216,1471.36,231.3368031,737.28,199.3637451,1476.48,194.7068182,1473.6,189.5988262,1458.88,185.4401387,1537.28,179.5307854,1843.52,178.9769228,1568.96,169.57444,1472.32,169.3667615,1470.4,168.4300105,738.24,166.8341198,1538.88,161.9844861,1839.36,160.2340685,1104.32,159.5752631,1477.76,155.3158644,1845.76,154.9338768,1582.08,151.1052243
cat,57.6,333.9410569,11.2,320.7373905,28.48,292.4353012,53.12,281.3633822,11.52,263.7164497,7.68,255.6361744,40.96,253.0709239,26.88,252.0956372,28.16,248.1488374,15.04,246.7165548,7.36,244.1359043,55.36,241.5530635,2.88,215.3379473,47.36,202.7592621,19.2,199.1391059,22.72,195.8451197,48.96,195.287771,46.72,195.0424874,22.4,193.4508524,57.92,193.4158784
cat,1155.84,260.8078944,1155.52,253.5824135,1144.32,251.4922915,1123.2,250.3990286,1144,243.4320401,1142.08,228.2187272,1122.88,219.223564,1487.36,208.0467397,1483.2,207.4622494,1125.12,206.4852212,1125.76,200.2711654,1124.8,199.1080036,1142.4,198.8133277,1126.08,198.140472,1480.64,197.7308671,1125.44,193.8787083,1123.52,192.5850448,1499.52,189.1894322,1528.64,186.9316132,1537.28,183.8355009
cat,120,362.2812466,1819.2,199.4832261,2431.04,185.0929777,1829.44,166.6146395,2427.52,157.5671074,2428.48,155.7082235,1828.48,143.5552295,1187.52,141.2368673,1221.12,141.1315144,1825.92,137.5986098,1056.32,136.0675027,1083.2,135.5835158,1083.84,133.5377271,2440.32,133.5354614,2429.44,133.0802404,1222.08,132.5837533,1044.8,130.0494932,1039.36,127.1814925,2430.08,127.0905125,1737.92,126.9763623
cat,23.68,122.2547052,746.56,67.47588115,5.12,66.90049584,747.52,59.55942415,70.4,58.53258337,47.36,56.7303765,2461.44,53.47801584,745.6,52.66346402,728.32,52.63866009,2006.72,52.61041408,23.36,51.5281428,2.24,50.9078103,2462.4,50.53319072,24,50.50430702,727.36,48.8041313,2261.44,48.78873504,2064,48.63298748,2232.64,47.96587997,2460.48,47.88853578,2080.64,46.58791401
cat,760.96,304.1463607,761.28,279.6126195,758.4,252.4187765,107.52,252.1927501,763.52,246.2889421,758.72,243.2381915,735.68,202.7974389,742.4,196.3231795,736,195.4516996,766.4,191.6345743,763.84,184.8635245,90.56,172.8791036,742.08,169.243115,742.72,164.711569,763.2,162.0710353,752.32,155.3311809,90.88,153.7585708,766.08,151.34898,91.52,139.6599067,695.04,132.5647098
