COLUMN1,COLUMN2,COLUMN3,COLUMN4,COLUMN5,COLUMN6,COLUMN7,COLUMN8,COLUMN9,COLUMN10,COLUMN11,COLUMN12,COLUMN13,COLUMN14,COLUMN15,COLUMN16,COLUMN17,COLUMN18,COLUMN19,COLUMN20,COLUMN21,COLUMN22,COLUMN23,COLUMN24,COLUMN25,COLUMN26,COLUMN27,COLUMN28,COLUMN29,COLUMN30,COLUMN31,COLUMN32,COLUMN33,COLUMN34,COLUMN35,COLUMN36,COLUMN37,COLUMN38,COLUMN39,COLUMN40,COLUMN41
Other,4780.44,90.58733958,4780.881,90.38804065,4779.999,89.07910788,4781.322,86.70749966,4779.558,83.54859477,4781.763,82.96359297,5871.915,77.1138448,4782.204,76.701622,4779.117,75.72094205,5797.827,74.38868302,5872.356,73.68738543,5880.294,72.75213034,5912.046,72.5516749,5879.853,72.24959197,5855.598,72.10016896,5863.536,71.98942679,5871.474,71.83488679,4762.8,71.62669605,4763.241,71.51353379,4762.359,71.47604569
Other,4426.317,195.0053458,3489.192,170.9720604,3482.136,155.3477772,4664.898,152.3269679,4320.036,151.648353,3474.639,149.7097376,4326.21,146.2474685,4433.373,144.8207191,3510.801,144.5819818,4671.513,144.1829136,4118.058,143.6297047,4639.761,143.2674132,4319.595,143.2031697,3503.304,142.7618773,4320.477,141.1469274,3481.695,140.7863539,4056.759,139.7698546,4055.877,139.702007,3510.36,139.2536362,3517.857,138.9972138
Other,4907.448,363.4893497,4903.92,338.1979871,4883.634,325.8507502,4941.405,303.4766104,4932.585,297.4868659,4917.591,264.7161404,4858.497,240.007143,4975.362,235.8503883,4774.266,235.0305931,4937.877,229.2685254,4898.628,221.5934425,4966.542,217.0484454,4749.129,212.8762738,4916.268,210.1060416,4917.15,209.5147373,4869.963,205.1622845,4873.491,200.7169003,4748.688,199.9490327,4824.54,190.456084,4966.101,189.1409092
Other,5906.754,264.3527417,5351.535,252.6696794,5516.028,233.7920696,5355.504,230.177924,5396.517,229.1967355,5400.486,226.7470277,5535.432,224.792453,5959.674,217.1017561,5955.705,216.9364557,4383.099,213.8730734,5902.785,213.8371091,5489.568,212.9308014,5910.723,210.704301,5348.007,208.8468868,5351.976,207.3613692,5347.566,207.1664782,5404.014,200.5058427,5462.667,198.9429571,5355.945,198.6621306,5351.094,194.3748616
Other,6708.933,135.5714537,6674.976,111.9282165,6714.666,111.6069531,6732.306,108.8905236,6783.462,93.30414211,6697.908,91.84692209,6723.927,91.35214745,6714.225,89.84925833,6692.616,89.797261,6783.021,88.0430136,6773.76,87.74625375,6831.09,86.79944417,6971.769,85.63002344,5366.97,81.87175568,5367.411,81.63177015,5366.529,81.00594055,5690.223,80.87828941,6709.374,80.61888843,5608.638,80.55092313,5691.987,80.21186046
Other,4762.8,152.4927544,5351.976,150.7709505,6017.445,140.415122,5380.641,140.0139167,6034.203,138.0504352,6460.65,135.1761328,6471.234,134.919976,330.309,128.7518662,6001.569,128.3003869,327.663,127.8750112,6204.87,126.5923731,6093.297,123.6645722,6091.533,122.9611817,6035.085,122.6470662,6306.741,121.4206229,4462.92,121.1179376,6000.687,119.432475,6399.351,118.5273844,6308.505,118.1136583,336.924,116.4209876
Other,42.336,286.6358732,48.069,280.1525695,41.013,259.1473724,51.597,252.2590692,45.864,252.2544963,23.814,246.7392987,53.802,223.5044018,49.392,209.5036504,33.075,202.784279,44.541,196.9516796,40.131,196.930654,26.019,196.3548759,38.808,188.9756681,52.92,178.5920354,55.125,177.2540475,27.342,176.2286008,5160.582,172.2556206,6061.986,159.365197,5871.474,157.9562823,5886.027,153.2714437
Other,11.907,1458.318254,7.056,978.6144668,31.311,797.312307,7.938,747.3219938,14.112,726.5415324,12.789,715.0680972,36.603,647.8188485,17.199,535.8320509,14.994,509.7359469,5.733,475.1890016,27.342,473.1815451,56.448,449.5016887,43.659,411.6176718,15.876,395.6550041,48.951,372.5830183,43.218,361.841185,13.671,352.0054095,42.336,330.8165273,37.485,326.7253997,33.957,265.5593887
Other,0,1330.937759,0.441,1071.818595,0.882,630.6771396,1065.015,446.8459705,1061.928,402.2176411,93.492,389.0487191,1065.897,332.7758375,1.323,296.5207581,1068.102,287.0264182,26.901,282.2021669,1064.133,281.3486657,1061.046,269.0382703,37.485,261.0439597,1068.984,257.1962556,1074.717,253.1721565,1062.81,252.3640475,1058.841,244.0333379,743.967,237.1976031,71.442,224.9862845,27.342,222.7945566
Other,1041.642,408.6065319,1037.232,323.4561449,1360.044,289.5119591,1047.816,281.9228188,1043.406,277.2358793,1361.808,274.8615383,525.231,260.4497765,529.2,243.7164136,1191.141,236.7952817,1046.052,232.4415057,1023.12,220.8970961,533.61,206.4681053,1050.462,203.4063394,1061.928,202.2781629,1038.996,201.9848481,1020.915,198.2040071,1052.226,192.2013906,1031.058,188.3051913,538.461,188.2450256,1010.772,185.5489181
Other,3314.115,224.561331,3498.012,195.8118254,3317.202,192.7768268,3316.761,191.0003455,3388.644,186.0920493,3420.837,183.3053872,3385.998,180.9581966,3421.278,179.121076,3495.366,171.9055336,3349.395,168.3867399,3303.972,162.1322269,3423.483,158.7175672,3310.587,157.6614419,3460.527,155.9983237,3457.44,151.1122575,3395.259,150.8039783,3475.08,149.4337416,3398.346,147.963024,3307.5,146.1567343,3311.028,145.0972239
Other,3550.932,279.4971328,3547.404,267.8225483,3480.372,262.9425415,3546.963,252.966914,3459.645,252.4200601,3590.181,238.278997,3459.204,232.229352,3529.323,229.3156773,3528.882,228.9651663,3576.069,225.6876483,3509.919,220.3733703,3455.676,212.5752638,3480.813,209.8703699,3455.235,209.4632493,3551.373,208.6604417,3533.292,208.2876455,3484.341,206.3732623,3550.491,204.889203,3479.931,196.6992612,3510.36,192.2961278
Other,2148.111,159.2669529,2148.993,149.3752767,2147.229,148.6196123,2149.434,144.8470361,2148.552,142.2438201,2150.316,141.6270051,2004.345,133.0457158,2147.67,132.743251,2149.875,132.2106078,2002.14,128.9964196,2003.904,127.7319917,2003.463,127.6306184,2001.699,127.1258881,2003.022,126.2639091,2146.347,125.9267205,2002.581,125.1833211,2150.757,124.4510665,2004.786,120.9910193,2404.773,119.0471745,2310.84,115.6841493
Other,2018.457,546.0963237,2112.39,354.9888002,1861.461,353.3004006,1873.809,333.9884646,1888.362,322.6518696,2045.799,320.3390813,1909.089,319.8250007,2028.6,303.5879952,1857.051,295.1466781,1944.81,295.085309,2015.37,288.9492287,1831.473,278.3646874,1917.468,267.6681254,1954.512,263.6671305,1841.175,261.0295056,2028.159,256.3287883,1887.48,250.7528331,1872.486,249.5622787,1958.481,246.7608689,1902.474,241.0026925
Other,1913.499,375.4828892,1588.482,370.1632625,1886.157,364.6195411,2004.345,351.7518599,1909.53,336.8142359,1883.07,328.4794176,1633.905,328.2812364,1948.779,326.2880884,1809.423,322.4854146,1976.121,321.0123236,1910.412,308.6851474,1965.096,306.2656243,1965.978,294.1794494,1808.1,291.2881213,1549.674,282.8745184,1637.874,280.6822789,1943.046,280.2083039,1800.162,276.0468672,1517.922,272.2476726,1827.504,269.3734493
Other,2148.552,391.87977,2058.588,376.2610689,2035.656,365.2097841,2058.147,362.3274223,2108.421,352.5115151,2006.109,343.6170067,1978.326,343.0398096,2006.55,340.7594006,2203.677,337.1605986,2169.279,330.0202736,2080.197,329.3522715,1991.556,328.2005012,2183.391,321.6530548,2159.136,313.0297285,1962.45,300.7850303,2196.18,297.4048973,1643.607,294.67674,1614.501,293.7287873,2174.571,288.2987008,1577.016,276.0803464
Other,4503.492,163.6167607,5846.778,153.3465858,5831.343,151.4578912,4484.088,142.1288735,4229.631,126.2656974,4404.267,125.4094532,5866.623,125.3956104,4374.72,122.3158357,4353.993,120.614613,4383.54,120.3152209,979.461,116.887807,4981.536,110.7471559,4368.105,108.9163757,4518.486,108.8374161,3774.078,106.5997104,4259.178,106.0037296,4385.304,103.6696164,4185.09,103.6513955,5089.581,103.4876054,4298.868,103.2874896
Other,3592.827,262.3265907,3926.223,249.0779745,3921.372,236.0598355,3569.013,225.4622633,4459.833,200.6125938,3587.976,176.4840208,3584.889,173.6215137,3568.131,172.8309328,4795.875,165.9781412,4441.311,156.4961578,4663.575,156.3755291,4206.258,154.3464045,3554.901,153.6551974,4731.489,152.1942984,4465.566,151.7136547,4831.155,151.4697917,4469.976,150.8165973,4801.167,148.8543098,3544.758,147.8921799,4868.64,142.6975701
Other,4917.15,155.471186,4923.765,139.7605884,4541.418,139.3857105,4880.547,138.8866908,5010.642,131.9614885,5060.916,127.0256443,4975.362,120.4353713,4930.821,117.4262153,5069.295,114.3650808,4533.48,112.3033451,5104.575,106.0148503,4987.71,103.4974236,4915.827,103.3234563,4924.206,101.5029074,5587.47,99.79778348,5067.972,98.14612429,4547.151,96.31478926,4960.368,95.82684151,4809.105,95.66737415,4484.088,95.37354425
Other,7442.757,127.5274176,7443.198,125.6984544,7442.316,120.3206737,7443.639,109.2364643,7785.414,107.1169016,7355.88,106.5157089,7355.439,98.77347866,7441.875,98.43418059,7273.854,98.41912589,7274.295,97.22829697,7784.973,96.69522028,7791.147,95.92390974,7791.588,95.54681361,7594.902,94.26043508,7356.321,93.66266479,7227.549,92.83458863,7274.736,92.61538992,7754.103,92.41862889,7417.62,91.99703813,7281.351,91.75078714
Other,7297.227,107.8285823,7296.786,99.48435409,7295.904,98.03216893,7296.345,95.61473683,7297.668,94.68636168,7295.022,93.15184133,7295.463,80.94455407,6974.415,79.47671659,7298.109,77.91692309,7067.466,77.43985722,7067.907,75.02721381,7068.348,74.88606354,7294.581,73.45098968,7298.55,70.32483473,7068.789,70.1148485,7069.23,69.28397104,6869.457,68.54235267,7067.025,66.80054517,7115.535,66.65118855,6870.78,66.12528335
Other,5818.113,252.5968085,5811.057,221.8206783,5798.709,211.7210032,5825.169,208.6906781,5791.653,189.3627993,5572.476,188.3596485,6800.661,188.1990688,6191.64,176.2424484,5513.823,176.0921981,6283.809,175.7073476,5579.973,174.1328527,5474.133,170.5121935,6151.068,166.5024145,6304.095,166.4917514,5454.288,165.0038616,5676.993,164.5737195,5805.765,162.730876,6198.255,162.2560045,6762.294,161.1529135,5520.879,159.6251402
Other,520.38,266.3258907,976.374,238.4425027,909.783,227.7027284,930.51,226.4012888,679.14,213.6218602,986.076,205.9082716,852.453,198.8141632,959.175,197.1480728,431.298,197.1188426,1132.047,195.6028624,1001.511,194.2630224,1122.345,188.1805818,538.461,186.9176312,3349.395,183.8555663,3344.544,182.4047156,752.787,181.5790336,927.423,179.1845863,1379.007,177.2498501,850.689,175.2019888,1026.207,174.7508361
Other,4267.557,202.8580379,4376.925,200.5211723,4393.683,198.0813042,4461.156,197.9840007,4494.672,197.5467276,4520.25,194.5238594,4376.043,192.2694453,4374.279,191.0717238,4096.449,186.1822236,4448.367,185.5709508,4095.567,181.5506587,4421.025,176.6623565,4361.931,173.6817076,4506.579,173.6212428,4401.18,173.0050647,4429.845,173.0017081,4619.475,172.7679802,4691.799,172.6018814,4635.792,171.6471996,4794.111,169.0531541
Other,4264.47,195.3753343,4363.254,166.3495817,4143.636,165.1634807,4361.49,152.540467,4129.083,148.9468522,3959.298,139.903033,4626.531,139.3035729,3460.527,138.9991658,4344.291,138.482238,4129.524,137.251484,4143.195,136.7627329,4265.793,136.1493374,375.732,132.6804594,4291.812,129.9120102,4464.243,129.8290124,4234.923,129.6211888,4551.12,129.0598027,4593.456,127.2803742,3462.732,126.5447197,4297.104,126.5004142
Other,1969.947,335.8370489,2094.309,334.863323,16.758,325.2041465,2106.657,296.6438581,2216.907,292.9513728,2042.271,289.6448615,2040.948,280.0886301,2088.135,276.9336608,2092.986,274.1406416,49.833,265.6179726,1859.256,256.8562808,2101.365,253.7801295,2214.702,249.6374804,2090.34,248.1185478,2054.178,240.2643901,1598.184,228.2370892,1730.484,219.126572,2059.47,217.9037305,2073.582,215.8465264,1823.976,214.3280709
Other,1858.815,333.6863952,1897.182,332.9243364,1903.356,325.7996599,16.758,301.9310478,1893.213,294.3964769,1923.201,275.8690332,1856.169,269.49436,1639.638,251.2681973,1591.128,244.7700443,1527.183,242.1396545,1638.756,241.7159732,1816.038,240.5532919,1921.878,235.8911936,1770.174,235.0983929,1605.681,232.9711244,1959.363,229.9018516,1694.763,227.1493581,1824.858,226.5834889,1761.795,224.8774327,1647.576,223.4720377
Other,49.392,970.2545674,8.379,841.6722431,40.572,724.8581651,29.988,703.1285483,46.746,666.3226737,55.566,621.8576134,29.106,615.7453147,34.839,603.0451707,35.28,587.1711791,30.429,514.2520765,31.752,475.7114415,56.007,474.4864516,127.008,472.3658989,110.25,469.7711421,44.982,468.5600178,143.766,467.5433429,149.058,456.8603502,22.05,437.6091451,124.362,434.3835447,4.41,422.9332212
Western Jackdaw,2360.232,209.5592029,2364.642,185.3596083,2369.052,184.9308951,2297.61,159.1126621,2473.128,157.3178358,2000.376,151.7451854,2378.754,148.8209091,2486.799,148.4632213,1232.154,147.4668647,2027.277,147.0739674,2453.724,144.9871295,2421.531,141.6810502,2487.681,141.5260807,2200.59,140.5893201,1217.16,134.6746162,2210.292,131.5508642,1991.115,131.2821695,1998.171,131.1716389,2296.728,130.1843198,2406.096,125.6347444
Western Jackdaw,1980.531,145.7155346,1981.854,122.0658595,30.87,115.1906575,1980.09,113.804348,2006.991,108.8081618,1978.767,105.515567,1980.972,101.0009977,2004.786,97.86448307,1923.201,97.33708372,2059.029,92.54524834,1919.232,92.32716305,2057.706,91.61085269,1921.878,90.78193824,1924.524,89.7453226,2005.668,89.06134004,2002.581,88.31235654,2060.352,87.780256,2470.923,86.98818929,1157.625,86.9459049,2005.227,85.10364102
Western Jackdaw,2806.083,231.1955194,2807.406,230.9659343,2804.76,225.1064325,2808.729,219.9296859,2803.437,205.3188364,2810.052,198.6839377,2802.114,179.2530632,2806.524,169.718217,2805.201,168.7444368,2811.375,167.8060438,2807.847,160.1895888,2803.878,155.4780952,2800.791,146.7836547,2809.17,140.4026583,2806.965,134.6066733,2805.642,133.0335448,2802.555,132.739271,2808.288,124.8002645,2812.698,122.5978875,2804.319,121.6001356
Other,395.136,1726.063479,396.9,915.2754907,437.472,817.8442417,442.764,812.4827952,442.323,787.3996156,393.813,759.7125742,413.217,746.0219219,427.77,681.6404785,418.95,670.376552,393.372,666.8576032,402.192,647.2703034,433.503,606.9229699,426.888,591.2907609,437.913,575.0441976,395.577,531.8069967,197.568,460.9410832,378.378,458.8692069,400.428,447.2843755,417.627,428.5801155,353.682,388.4371873
Other,471.429,167.2210086,479.808,157.4970407,459.522,153.6699561,484.218,146.7499181,416.745,145.3546338,470.547,143.928999,458.64,140.9213242,432.18,132.3561168,443.205,132.0242717,444.087,127.4939457,467.019,124.2573112,497.889,121.9317081,491.715,117.0835515,446.733,116.9274477,483.336,115.5054752,510.678,112.0843632,506.268,111.5433822,428.652,110.8510006,492.597,110.4973231,478.044,110.4080468
Other,351.036,213.4034646,354.564,201.9805037,356.769,176.7085235,349.713,171.2289543,353.241,157.9166608,341.334,152.0339408,348.39,135.2201899,347.508,134.3734905,359.415,134.0181902,346.185,126.086221,351.918,112.9739668,366.912,110.4048108,342.216,109.7387323,362.943,106.9991934,389.844,104.8678662,326.781,102.9552019,325.899,100.8795562,365.148,99.25186745,408.366,97.55512662,382.788,97.18848924
Other,118.188,851.589122,117.747,617.8522972,325.458,545.8875929,69.237,521.9446564,327.222,468.8883893,216.531,468.8043242,40.572,448.1778369,328.545,441.9709911,363.384,424.8780876,292.824,414.4966926,204.624,409.3183834,311.787,407.1831791,317.961,384.3424372,92.61,384.1068571,367.353,356.8302838,134.946,356.6429509,368.676,354.4041548,129.654,353.9159976,223.146,349.4794322,336.042,348.7913536
Other,475.398,568.9566598,441.441,514.9657607,473.634,508.269496,436.59,499.2508947,449.379,473.5964018,450.702,454.1234222,419.391,432.8006945,504.504,408.8193754,455.553,403.135101,470.106,387.51823,511.56,385.8571289,418.068,350.9954187,459.522,335.4847651,468.783,333.3604252,474.957,333.3283914,485.541,331.674443,515.529,324.5108082,456.876,323.0992293,505.827,317.1756855,466.137,313.8990025
Other,3055.248,533.2080474,3034.08,440.694091,3114.342,418.530048,3117.429,407.4205857,3021.732,393.7137627,3116.106,390.1736545,3040.695,371.5356219,3045.987,359.6313085,356.769,358.3533799,3025.26,328.708148,3043.782,292.7690279,3113.019,283.3932896,3052.161,278.349268,3004.092,275.5800524,3122.28,271.1864047,3058.335,270.4912858,3002.328,269.3706494,2969.694,264.2191154,3046.869,260.6631563,3109.932,256.5711134
Other,19.845,545.4736923,11.907,468.7830557,20.286,380.1365124,18.963,357.260546,17.199,353.8314665,29.988,274.526899,1244.061,259.1372944,13.671,246.9082166,18.522,243.4415177,1243.62,238.4533801,8.379,205.9264334,1259.496,203.9873759,1244.502,199.8429505,1218.042,186.7386515,1217.601,183.8631259,9.261,176.6644833,1243.179,171.0504086,1250.235,167.6129354,1254.645,164.8684373,30.429,163.496682
Other,54.684,677.3431027,46.305,601.0244457,52.479,545.3194658,44.1,480.6050552,440.118,478.3125979,55.125,451.3428957,41.454,450.0127425,45.423,438.0570864,50.274,408.4801504,29.988,404.027307,44.982,397.5261778,57.33,387.4033921,89.082,352.29829,435.708,349.846995,439.677,329.6114246,77.175,320.4115409,74.97,318.2188752,440.559,315.9741819,428.211,305.9121161,44.541,299.0955386
Other,36.162,493.2300519,127.008,448.3374926,38.367,405.4203733,48.069,396.5323609,45.423,395.3665721,41.895,382.9241201,50.715,285.7528883,56.889,282.6419271,39.69,278.3695818,73.206,277.5348185,59.976,257.628191,59.535,246.8784481,46.746,233.5355396,37.485,231.8586278,127.449,212.2339308,44.1,193.831136,59.094,183.7122423,63.504,183.5688028,70.56,182.7651558,39.249,174.2944788
